event_id,team,module,priority,build_time_min,deploy_time_min,commit_size_loc,num_bugs,test_coverage_pct,ticket_resolution_h,deploy_status
4163,Alpha,notifications,media,10.27,3.28,168,2,66.7,3.91,success
1465,Delta,api,media,14.51,2.3,487,1,87.2,5.69,success
875,Beta,payments,media,15.02,2.23,149,1,75.4,2.62,success
2338,Alpha,ui,media,3.18,1.5,57,1,75.9,5.94,success
4349,Beta,api,alta,3.63,2.8,186,0,97.8,7.87,success
1252,Gamma,api,media,5.19,,70,1,76.7,2.42,success
2362,Gamma,notifications,baja,12.88,3.79,28,0,83.6,17.56,success
841,Gamma,notifications,alta,8.25,2.76,233,3,83.3,9.98,failed
3083,Beta,api,media,5.42,3.2,194,2,85.2,4.63,success
582,Alpha,api,media,11.65,4.2,33,0,95.4,10.46,success
205,Delta,ui,media,4.77,1.55,272,1,84.8,7.2,success
1642,Gamma,search,baja,7.13,3.13,68,1,93.7,6.6,success
2015,Beta,auth,baja,7.04,3.42,16,0,71.7,9.61,success
906,Beta,payments,alta,5.9,3.37,407,2,90.1,4.57,success
632,Beta,ui,baja,11.36,2.61,98,0,81.7,14.89,success
3107,Gamma,auth,media,4.47,2.68,186,3,66.0,3.55,success
1975,Gamma,auth,baja,5.77,1.46,83,0,77.8,8.51,success
163,Alpha,api,critica,9.4,2.29,331,3,94.8,3.89,success
3186,Gamma,notifications,alta,5.99,4.14,134,0,83.0,,rolled_back
2878,Delta,search,baja,7.19,1.7,136,1,91.3,,success
4504,Beta,search,baja,9.17,2.25,69,1,85.5,8.06,failed
618,Alpha,auth,critica,6.05,1.58,52,0,90.3,1.53,success
4084,Beta,payments,alta,6.56,3.94,160,0,90.9,9.51,success
1432,Alpha,search,alta,7.59,3.81,129,1,87.5,5.27,success
548,Beta,ui,critica,6.66,3.57,47,0,81.9,1.67,success
3348,Beta,payments,baja,5.16,5.55,165,0,91.8,5.33,success
4555,Gamma,search,alta,14.16,9.82,104,1,87.4,7.81,success
4231,Delta,ui,media,7.94,3.44,119,1,81.6,8.72,success
3500,Beta,ui,baja,4.83,2.36,160,0,86.7,10.18,success
2679,Alpha,api,media,6.82,2.31,248,0,93.5,10.93,success
3986,Beta,notifications,critica,3.83,2.7,349,0,88.4,2.5,success
4081,Delta,ui,media,5.24,5.36,155,1,69.6,5.42,success
1862,Alpha,notifications,media,13.27,2.97,90,0,87.8,8.42,success
641,Alpha,payments,baja,4.12,1.93,26,0,89.7,6.48,success
3001,Gamma,auth,critica,18.71,,176,4,87.0,4.1,success
638,Beta,notifications,critica,9.58,2.47,30,0,81.8,3.25,success
4127,Alpha,auth,critica,5.11,7.81,265,2,96.1,1.42,success
4417,Gamma,search,media,6.58,3.84,133,1,90.8,3.95,success
4847,Beta,ui,media,3.94,3.6,72,1,81.1,2.34,success
2097,Beta,search,media,23.7,4.91,59,0,87.8,8.65,success
2493,Beta,api,baja,6.6,3.26,14,0,82.2,14.26,success
3872,Gamma,notifications,media,10.45,5.0,77,0,74.1,10.87,success
3690,Alpha,api,media,8.66,6.33,47,1,71.0,10.98,success
4356,Beta,api,alta,5.97,4.02,67,0,90.9,2.08,success
922,Gamma,payments,critica,4.5,1.68,93,1,90.6,2.54,success
547,Delta,search,critica,13.7,1.86,152,2,84.2,4.61,success
3682,Beta,ui,media,6.04,2.84,75,0,94.8,10.92,success
1901,Gamma,auth,baja,5.52,3.82,109,0,,9.4,success
2029,Alpha,search,media,4.55,4.1,116,0,83.3,,success
2302,Alpha,api,alta,14.08,4.35,341,2,81.2,12.71,success
1886,Gamma,api,alta,7.34,3.92,93,1,68.5,15.16,success
1643,Alpha,ui,media,4.09,5.71,102,0,81.6,22.52,success
3524,Gamma,api,baja,5.69,2.75,179,0,80.6,14.09,success
4818,Delta,search,alta,7.53,3.41,129,3,76.9,19.94,success
2098,Beta,auth,media,7.25,2.38,63,0,90.1,9.27,success
4366,Gamma,payments,media,8.37,2.28,130,3,84.3,11.84,success
3915,Alpha,notifications,media,2.99,3.3,66,0,85.1,16.02,success
4503,Beta,notifications,media,5.98,5.16,68,1,89.5,8.89,success
4976,Beta,payments,baja,5.59,2.64,78,1,86.4,7.23,rolled_back
837,Delta,api,media,5.01,3.95,118,1,72.9,8.37,success
602,Alpha,search,alta,2.99,2.94,330,1,86.2,4.26,success
2185,Alpha,ui,media,8.38,3.62,92,2,90.3,10.24,success
3881,Beta,api,baja,6.83,3.72,9,0,88.0,6.29,success
2678,Beta,ui,critica,5.26,3.12,51,0,92.0,2.07,success
4316,Alpha,ui,alta,10.19,1.33,61,0,78.2,8.31,success
1583,Gamma,search,baja,7.34,,187,1,96.7,11.65,success
4275,Alpha,auth,media,6.13,3.85,123,1,69.2,14.37,success
4585,Beta,search,media,8.68,3.5,109,0,85.1,2.36,success
4023,Gamma,ui,critica,17.2,3.88,115,1,81.4,4.19,success
1071,Alpha,ui,baja,3.52,3.08,15,0,94.0,7.55,success
1776,Beta,auth,baja,8.13,2.0,84,0,88.8,7.37,success
4817,Alpha,ui,media,5.95,3.39,186,3,81.8,7.66,success
1284,Alpha,search,baja,3.96,2.48,69,0,90.3,17.14,success
3064,Beta,api,media,3.54,2.8,43,0,86.9,4.71,success
4762,Delta,ui,alta,10.96,5.21,148,2,71.0,5.11,success
1837,Delta,api,critica,10.83,2.67,101,1,90.8,2.82,success
4251,Alpha,api,baja,5.49,5.12,113,0,97.4,10.24,success
1020,Gamma,payments,baja,13.8,2.97,147,1,86.2,10.13,success
3504,Delta,payments,media,6.64,1.94,229,1,91.5,9.33,success
1327,Gamma,ui,alta,11.3,2.74,58,3,72.2,6.21,failed
476,Gamma,api,baja,31.07,2.75,136,1,83.3,7.91,success
4950,Gamma,auth,media,6.76,4.77,83,1,86.0,13.5,success
1652,Delta,search,media,10.71,2.11,54,0,87.7,6.44,failed
4014,Alpha,search,media,6.5,3.12,56,3,92.5,10.33,success
4294,Gamma,search,media,16.43,4.4,44,0,89.9,6.8,success
2624,Alpha,payments,alta,7.9,4.6,62,4,73.3,6.96,rolled_back
3045,Alpha,auth,baja,7.92,4.33,46,0,91.7,11.84,success
2597,Alpha,ui,critica,6.04,5.97,94,2,92.0,0.86,success
1374,Beta,notifications,baja,5.5,3.73,201,1,97.0,21.18,success
740,Beta,auth,media,17.11,4.22,105,2,88.2,5.97,success
3634,Beta,search,alta,5.98,3.83,94,0,94.4,3.94,success
2754,Alpha,ui,media,8.5,2.64,87,1,95.6,10.7,success
868,Beta,search,baja,5.46,1.51,80,0,103.0,9.44,success
1141,Gamma,search,media,11.28,3.68,166,2,76.2,23.04,success
998,Beta,api,media,7.99,4.53,28,3,91.7,4.56,success
1338,Alpha,search,baja,15.45,1.59,73,0,98.0,15.18,success
542,Alpha,api,critica,14.13,1.97,62,2,96.5,1.09,success
1100,Alpha,auth,alta,9.12,2.85,61,1,84.2,5.2,rolled_back
1133,Gamma,auth,baja,7.49,5.52,78,0,69.9,7.19,success
4558,Delta,api,baja,13.52,4.26,180,0,84.4,4.37,success
2729,Alpha,search,media,7.88,2.41,33,0,89.6,13.61,success
2259,Beta,ui,media,5.73,1.7,256,0,98.2,9.41,success
4003,Alpha,auth,media,10.64,3.35,425,4,93.3,34.66,success
60,Gamma,payments,media,7.74,4.65,64,0,76.0,5.44,success
3376,Beta,notifications,media,11.01,3.4,167,1,92.6,9.38,success
1939,Gamma,api,alta,8.46,6.1,403,1,84.6,3.89,success
2590,Alpha,payments,baja,11.32,2.44,77,0,72.4,6.95,success
4945,Gamma,notifications,media,6.84,2.25,86,3,69.5,12.17,rolled_back
1079,Alpha,api,media,7.53,3.06,286,2,88.6,8.45,success
4281,Alpha,api,baja,9.8,1.92,109,2,79.6,5.29,success
4533,Alpha,auth,media,5.22,1.87,413,3,85.4,4.24,success
2955,Alpha,search,baja,6.39,3.71,101,1,87.1,9.68,success
941,Gamma,ui,media,8.42,3.06,117,0,90.5,,success
1081,Beta,auth,baja,6.94,2.17,143,1,95.3,3.07,success
188,Delta,notifications,alta,6.09,1.95,103,1,78.8,3.71,success
2648,Gamma,auth,baja,11.67,3.49,114,0,,4.79,success
2086,Alpha,auth,baja,6.71,4.25,92,0,73.3,9.19,success
2250,Alpha,payments,media,10.83,3.33,121,0,87.4,8.03,success
4899,Alpha,payments,media,6.23,8.57,132,1,79.9,5.01,failed
2024,Delta,search,media,8.87,2.67,533,3,79.0,5.61,success
4461,Beta,payments,media,9.61,3.91,103,1,84.6,3.75,success
4064,Beta,api,baja,12.12,3.14,116,0,79.5,12.54,success
3622,Alpha,search,media,5.81,4.16,88,0,86.0,11.38,success
227,Beta,api,alta,6.12,2.28,149,1,80.5,6.6,success
3318,Alpha,ui,baja,10.67,2.98,68,1,88.9,17.83,success
1930,Alpha,auth,media,4.59,2.35,167,0,93.8,1.7,success
4166,Delta,notifications,media,8.59,2.63,219,1,97.1,2.11,success
4498,Gamma,api,media,4.01,5.08,33,1,94.3,17.59,success
1405,Alpha,payments,media,3.59,5.75,180,2,84.5,7.65,success
2180,Delta,search,critica,17.17,4.46,72,2,86.5,2.13,success
698,Beta,ui,media,12.88,4.16,138,0,87.7,5.26,success
1125,Beta,api,media,9.04,4.6,42,0,97.9,0.65,success
3482,Alpha,search,alta,5.77,3.93,141,1,93.6,5.29,success
2933,Alpha,auth,media,8.86,2.1,150,1,93.5,36.21,success
1779,Gamma,payments,critica,31.07,5.1,166,3,81.1,3.7,rolled_back
4425,Gamma,payments,media,3.82,5.47,102,0,75.9,6.36,success
1038,Delta,auth,alta,4.28,3.64,69,1,,3.52,success
4183,Beta,ui,alta,3.7,2.69,89,2,79.3,5.19,success
2257,Delta,ui,media,8.51,1.91,132,0,96.7,12.48,success
314,Alpha,api,critica,10.02,2.85,148,0,65.3,2.31,failed
2282,Gamma,api,media,8.48,3.36,242,0,76.7,4.97,success
1417,Alpha,search,alta,11.36,4.4,438,2,90.7,2.17,success
1037,Beta,auth,media,3.72,3.64,146,1,75.6,4.85,success
2160,Delta,api,alta,11.69,2.78,402,3,80.0,16.66,failed
4259,Alpha,payments,baja,13.61,1.67,127,0,93.3,3.36,success
1755,Gamma,ui,alta,9.98,4.57,208,4,69.0,4.32,rolled_back
3983,Delta,payments,baja,10.88,2.25,94,0,88.0,15.9,success
2827,Gamma,api,baja,9.76,2.26,374,2,89.9,6.47,failed
2861,Beta,ui,baja,12.01,3.31,22,1,86.7,10.7,success
3221,Alpha,api,baja,5.42,2.91,120,1,75.7,16.81,success
3862,Alpha,auth,baja,7.9,3.85,115,0,68.6,15.12,success
4730,Beta,notifications,media,11.45,4.43,94,0,95.9,0.88,success
1507,Delta,auth,media,5.39,4.62,184,1,77.3,,success
1924,Alpha,notifications,baja,8.48,3.55,41,0,83.9,2.48,success
449,Beta,payments,media,4.54,4.79,9,0,82.8,4.02,success
2457,Alpha,notifications,media,9.88,2.49,113,1,81.4,15.19,success
3165,Alpha,payments,media,7.78,2.21,153,2,74.1,11.36,rolled_back
4978,Delta,auth,baja,7.66,3.5,57,1,69.3,10.45,success
2578,Beta,api,media,5.97,4.66,127,1,84.8,,success
362,Alpha,api,critica,8.16,6.85,45,0,,2.44,success
2184,Beta,search,media,5.24,6.06,173,0,84.1,3.98,success
1135,Alpha,search,baja,14.41,3.13,55,1,85.0,7.57,success
3896,Beta,auth,alta,13.13,2.03,268,2,86.2,4.79,success
2156,Gamma,search,alta,11.58,5.7,317,1,75.6,3.98,success
1831,Beta,payments,alta,11.4,4.05,280,2,66.8,27.94,success
1054,Alpha,api,media,11.02,2.08,384,5,97.9,16.46,success
23,Beta,api,critica,6.71,,158,1,87.7,2.93,success
2067,Gamma,auth,media,5.83,5.93,105,0,88.9,9.09,success
1654,Beta,api,media,9.39,8.06,500,1,81.9,,success
2601,Gamma,api,baja,11.51,3.39,181,1,92.8,17.7,success
3707,Beta,notifications,media,10.46,4.81,247,5,73.6,6.49,success
2811,Beta,auth,critica,9.05,1.84,130,0,88.7,4.89,success
4052,Alpha,payments,media,4.49,3.15,199,2,78.1,7.65,success
2326,Gamma,payments,media,7.34,4.64,161,1,81.5,3.42,success
461,Alpha,notifications,baja,7.84,2.12,182,0,88.0,3.17,success
1068,Gamma,auth,media,9.47,2.79,12,0,85.8,2.26,success
88,Gamma,search,baja,7.28,3.02,272,0,93.2,4.01,success
1431,Alpha,api,media,2.19,2.99,96,1,79.8,4.56,success
4288,Gamma,api,media,2.71,4.58,339,4,73.0,,success
283,Beta,ui,alta,5.96,2.56,76,1,80.3,4.03,success
463,Gamma,notifications,baja,32.11,2.58,53,0,76.5,3.47,success
213,Alpha,search,alta,9.46,2.39,173,2,64.3,2.1,success
2513,Delta,api,media,23.12,4.55,220,1,94.8,3.96,success
1369,Beta,api,baja,11.31,2.25,91,2,83.6,5.42,rolled_back
235,Alpha,api,critica,11.63,3.35,273,3,93.2,4.26,success
4448,Gamma,api,baja,4.25,4.0,69,0,96.7,5.8,success
598,Alpha,api,media,3.69,4.55,88,0,89.2,3.88,success
4429,Delta,payments,baja,10.29,3.57,96,0,90.2,7.7,success
2251,Alpha,ui,baja,5.48,3.08,50,3,70.4,9.22,success
4047,Gamma,payments,media,7.23,4.05,93,0,77.2,2.92,success
2284,Beta,payments,alta,16.61,2.84,447,0,79.3,4.39,success
663,Gamma,search,critica,12.48,2.88,65,0,78.9,1.82,success
4972,Alpha,api,baja,3.54,1.41,51,0,80.8,40.17,success
2286,Delta,search,media,10.47,3.07,162,1,96.2,2.72,success
4725,Beta,notifications,media,7.37,,225,0,92.4,2.11,success
3207,Delta,auth,baja,3.93,5.1,225,1,77.0,12.79,success
3960,Delta,auth,media,5.9,4.73,10,0,76.3,3.12,success
4352,Beta,notifications,media,5.47,5.24,224,1,,12.59,success
780,Beta,notifications,media,9.4,2.67,387,1,88.9,3.51,success
4039,Delta,notifications,baja,9.11,3.18,32,0,86.9,10.23,success
3440,Alpha,api,alta,5.11,2.38,178,0,81.7,5.7,success
3980,Alpha,ui,baja,7.31,5.69,251,1,98.2,5.53,success
3210,Beta,auth,media,8.3,2.52,22,0,85.7,16.87,success
4991,Beta,ui,media,9.18,2.3,159,1,91.2,13.75,success
686,Beta,ui,media,3.43,6.09,264,1,68.7,4.86,success
3183,Beta,payments,media,6.53,3.1,112,0,87.9,28.89,success
3793,Gamma,search,alta,7.1,7.27,187,3,70.1,9.6,success
3448,Delta,search,media,14.85,3.33,169,4,78.8,3.91,success
2172,Alpha,auth,media,9.17,4.74,14,0,93.5,20.25,success
2681,Alpha,search,media,6.07,2.38,267,1,77.2,12.65,success
1851,Gamma,notifications,media,6.21,1.97,94,0,91.9,6.81,success
488,Beta,api,alta,11.24,3.01,174,1,88.9,5.16,success
1689,Beta,api,baja,9.98,3.73,90,0,89.5,12.32,success
2231,Delta,auth,CRITICA,11.13,1.98,100,1,91.3,0.95,success
3278,Beta,search,media,2.69,5.14,86,0,89.3,9.27,success
2321,Delta,api,media,7.01,2.6,252,2,77.3,3.5,success
783,Delta,ui,critica,3.45,3.58,374,4,94.9,8.81,success
522,Beta,search,media,5.38,3.36,150,2,60.5,22.59,rolled_back
523,Alpha,auth,alta,4.21,2.18,199,0,82.1,9.44,success
2851,Beta,payments,baja,6.78,7.52,72,0,93.6,6.55,success
3968,Alpha,ui,baja,4.67,2.33,170,0,87.9,5.98,success
2399,Delta,ui,media,7.66,3.64,88,1,93.7,7.85,success
2208,Gamma,ui,media,3.58,3.09,95,1,82.8,7.64,success
3492,Alpha,payments,baja,8.23,2.54,30,0,85.3,6.28,success
3567,Alpha,api,media,6.14,3.56,210,0,88.5,2.68,success
3753,Alpha,api,critica,5.65,2.37,396,3,84.8,1.8,failed
2836,Delta,api,baja,9.07,1.73,46,1,86.6,3.12,success
1512,Gamma,api,critica,6.98,6.97,120,1,88.9,1.22,success
1883,Beta,api,baja,22.3,7.46,164,0,84.2,6.21,success
652,Beta,api,media,18.19,3.61,257,1,92.9,8.98,success
3245,Gamma,api,alta,11.55,4.73,217,2,96.3,,success
3103,Gamma,notifications,alta,7.76,2.42,310,2,81.0,3.6,success
370,Gamma,notifications,baja,7.94,4.72,66,0,84.4,8.02,success
3195,Delta,api,baja,6.96,3.07,165,3,96.5,22.86,success
119,Gamma,auth,media,9.72,4.06,19,0,92.5,5.75,success
3334,Beta,api,media,5.41,4.21,34,1,79.0,11.45,success
3048,Beta,ui,baja,5.28,2.06,135,1,79.5,10.3,success
2217,Beta,auth,media,2.94,3.96,8,1,82.8,17.08,success
4974,Beta,ui,alta,12.05,2.42,177,2,93.9,2.9,success
1614,Gamma,auth,baja,19.36,2.27,63,1,72.3,6.58,success
3403,Beta,api,media,7.33,3.0,74,0,91.7,17.41,success
963,Gamma,ui,baja,6.16,2.53,37,0,87.3,6.68,success
2511,Alpha,ui,alta,7.78,2.21,199,1,77.6,2.27,success
3576,Beta,notifications,baja,5.21,3.14,319,1,95.5,6.45,success
2837,Delta,payments,media,5.21,2.12,99,2,89.3,11.84,success
3459,Beta,api,alta,8.28,1.73,62,0,92.3,3.45,success
3869,Gamma,auth,baja,7.07,1.53,66,0,85.4,17.48,success
2416,Beta,api,baja,13.42,3.3,111,1,95.5,11.88,success
4663,Beta,ui,media,2.86,3.24,108,0,85.8,6.47,success
4245,Delta,api,baja,5.62,2.24,49,0,84.5,4.65,success
2186,Gamma,ui,media,19.51,4.96,171,3,86.6,8.94,success
2835,Gamma,ui,alta,12.46,5.78,302,3,91.9,8.91,success
2038,Delta,search,alta,6.55,6.72,252,1,85.9,1.28,success
4270,Alpha,payments,media,8.57,3.15,174,0,92.8,2.87,success
773,Gamma,ui,baja,5.38,3.39,86,1,81.8,3.94,success
1285,Gamma,search,baja,8.0,2.89,104,0,,5.77,success
4612,Beta,auth,alta,6.48,6.87,232,3,79.0,7.57,failed
4865,Delta,payments,media,5.68,4.08,103,0,96.7,7.62,success
1415,Beta,ui,baja,13.96,5.46,236,0,87.2,3.31,success
1235,Gamma,api,media,6.12,2.1,29,1,79.2,17.67,success
4188,Delta,api,media,5.77,4.36,164,1,93.4,11.42,success
436,Delta,auth,critica,6.7,3.85,430,3,90.4,1.97,success
1675,Gamma,ui,baja,3.24,3.55,112,0,95.0,5.06,success
366,Gamma,ui,media,5.13,3.06,49,3,78.8,3.58,success
2663,Gamma,payments,media,9.25,1.8,249,0,94.6,7.51,success
232,Beta,api,baja,10.85,2.58,82,1,89.5,23.11,success
4276,Delta,notifications,media,4.15,2.22,182,0,91.5,15.05,success
4057,Alpha,api,media,8.96,2.33,56,0,73.7,8.33,success
4408,Alpha,ui,alta,9.56,2.51,24,1,73.5,7.32,success
408,Gamma,ui,media,8.52,4.13,90,0,93.9,9.72,success
2091,Alpha,ui,media,11.81,1.65,225,3,77.7,,success
87,Beta,notifications,media,10.75,5.4,73,2,89.7,4.52,success
845,Beta,api,baja,7.93,2.45,207,2,91.4,11.82,success
1032,Alpha,notifications,alta,6.09,2.46,148,1,74.0,3.44,success
2645,Alpha,api,alta,8.21,2.1,19,2,89.3,1.41,success
3215,Alpha,auth,alta,2.73,2.93,155,0,82.6,,success
3574,Alpha,ui,media,8.23,2.41,107,0,86.0,13.86,success
4889,Delta,auth,baja,10.08,6.36,269,0,84.9,24.77,success
2672,Gamma,ui,alta,5.8,1.81,147,1,69.1,4.94,rolled_back
856,Beta,payments,baja,3.28,2.81,70,0,80.7,5.24,success
79,Alpha,api,alta,8.41,4.72,360,1,95.1,16.68,success
2248,Delta,ui,baja,5.06,2.55,12,0,89.5,2.04,success
4579,Beta,search,alta,7.45,4.84,174,2,68.5,2.63,success
3672,Delta,search,alta,11.3,2.73,285,2,83.8,3.63,success
2926,Delta,api,baja,3.25,3.0,36,0,65.9,24.21,success
2923,Beta,search,alta,9.27,2.99,328,3,62.1,2.06,success
2280,Beta,auth,baja,7.74,6.2,206,0,75.6,16.44,success
3607,Gamma,ui,critica,12.21,4.06,53,1,91.7,3.09,success
4167,Gamma,notifications,baja,5.95,2.43,193,1,79.0,20.0,success
3886,Beta,ui,alta,7.91,2.82,217,0,87.5,7.43,success
3442,Beta,api,media,9.97,2.46,160,1,89.6,2.0,success
2177,Delta,api,media,8.3,4.96,101,1,78.7,2.73,success
425,Delta,search,alta,6.77,3.05,100,0,88.8,3.85,success
393,Delta,auth,media,18.71,4.05,293,1,77.6,14.2,rolled_back
4735,Beta,notifications,baja,9.33,4.79,82,0,,29.73,success
3429,Beta,notifications,baja,15.01,3.28,235,2,80.0,12.67,success
105,Beta,api,baja,7.31,4.5,62,0,86.0,2.02,success
2986,Alpha,auth,alta,8.83,4.97,112,1,81.9,3.12,rolled_back
3969,Gamma,payments,media,5.75,2.85,248,1,88.7,,success
1949,Alpha,ui,critica,11.64,5.31,209,0,85.3,1.84,success
1460,Alpha,api,baja,6.12,7.81,175,1,72.2,10.92,success
3271,Beta,api,critica,4.87,4.56,35,0,96.6,3.38,success
4610,Delta,api,media,11.22,6.48,128,0,58.7,6.61,rolled_back
4113,Alpha,ui,media,15.13,3.29,51,0,79.7,2.74,success
4798,Gamma,api,media,5.56,3.62,52,0,89.2,6.38,success
1588,Beta,auth,baja,4.08,5.61,83,1,82.3,5.21,success
3675,Beta,api,media,11.38,2.53,42,0,83.4,8.97,success
1732,Beta,auth,baja,20.15,2.64,123,1,82.0,13.56,success
4773,Gamma,auth,critica,5.46,3.36,295,2,82.4,3.68,success
3729,Alpha,ui,media,6.5,4.0,75,1,,7.5,success
4848,Delta,search,media,7.81,3.09,24,0,73.0,3.77,failed
1792,Gamma,payments,critica,3.63,2.35,228,0,75.5,1.4,rolled_back
2356,Beta,payments,media,4.32,4.09,238,1,79.9,19.29,success
1941,Alpha,api,media,6.71,3.56,76,0,95.1,8.3,success
703,Alpha,api,media,5.58,2.06,147,1,88.0,8.83,success
2443,Beta,payments,baja,3.79,3.94,180,1,91.7,11.17,success
2828,Delta,search,media,6.0,6.29,135,0,82.1,18.64,success
497,Delta,notifications,baja,6.96,5.22,116,0,86.8,9.34,success
465,Alpha,notifications,media,10.03,5.75,68,0,88.1,2.28,success
2701,Alpha,api,critica,11.51,7.38,34,0,97.7,3.33,success
4695,Alpha,api,alta,5.03,2.57,26,2,95.4,6.13,success
173,Alpha,payments,baja,5.88,2.48,164,0,89.9,8.01,success
4307,Gamma,ui,baja,8.0,3.56,231,1,94.4,10.01,success
4805,Beta,auth,baja,17.0,3.9,95,1,91.0,17.88,success
2541,Alpha,payments,media,3.66,2.36,229,1,89.1,6.51,failed
3276,Beta,api,media,3.73,3.1,190,0,87.4,5.64,success
3332,Delta,ui,media,5.0,3.59,70,0,79.4,9.27,success
2261,Beta,api, media,6.37,1.48,135,1,87.4,6.03,success
2113,Alpha,ui,media,2.55,2.5,112,0,85.1,4.41,success
901,Alpha,api,alta,5.56,5.26,60,3,82.6,5.28,rolled_back
1447,Beta,notifications,baja,12.78,6.73,166,1,70.5,7.17,success
3589,Beta,search,media,6.05,4.11,137,0,77.8,6.04,success
742,Alpha,api,media,4.56,3.89,53,0,58.1,7.49,success
2294,Gamma,auth,alta,7.87,,152,1,88.2,4.29,success
2453,Beta,api,alta,14.38,7.32,103,0,75.7,9.16,success
4315,Beta,search,baja,14.03,1.16,147,0,81.9,5.53,success
4094,Delta,api,baja,7.22,2.86,203,3,84.2,3.51,success
1207,Beta,api,baja,4.93,3.69,12,0,93.2,22.56,success
510,Gamma,notifications,baja,6.79,3.41,22,0,98.0,13.17,success
2634,Gamma,auth,alta,6.31,2.4,140,2,95.2,7.46,success
2816,Gamma,ui,media,4.2,2.95,77,0,80.5,4.68,success
3327,Beta,auth,critica,7.4,2.46,189,2,83.8,3.59,success
1550,Gamma,api,baja,7.39,5.71,205,1,64.3,10.29,success
4338,Alpha,notifications,baja,5.99,2.12,230,1,90.7,6.93,success
2203,Alpha,search,baja,3.88,3.54,37,0,72.4,28.45,success
2567,Beta,ui,baja,4.74,3.72,72,0,78.7,6.88,success
2693,Gamma,api,media,8.89,3.33,76,1,92.1,52.25,success
2045,Beta,payments,baja,13.06,6.12,75,1,72.3,27.42,success
768,Alpha,notifications,media,5.01,4.71,112,2,83.5,6.14,success
4881,Beta,api,media,19.36,2.85,129,2,86.2,16.38,success
3754,Gamma,ui,critica,7.22,4.01,185,2,80.1,1.95,failed
422,Alpha,search,alta,8.15,1.93,105,0,81.4,6.71,success
124,Gamma,payments,baja,10.54,6.92,116,3,86.1,8.96,success
4170,Alpha,payments,critica,7.84,1.59,56,1,79.1,17.78,failed
4156,Gamma,notifications,media,7.06,4.71,55,0,90.1,6.35,success
820,Alpha,auth,baja,3.51,3.46,101,0,85.5,7.88,success
1404,Alpha,api,baja,6.87,2.7,82,4,89.2,25.68,success
1383,Delta,ui,alta,7.55,3.38,72,1,94.7,13.91,success
2149,Gamma,notifications,media,4.81,7.65,51,1,83.8,11.89,success
1576,Delta,ui,alta,8.59,2.73,167,0,87.7,2.55,success
1639,Alpha,auth,baja,5.18,3.1,75,1,65.1,21.34,success
1796,Delta,search,baja,7.69,2.1,133,0,84.8,8.85,success
4824,Delta,auth,baja,7.73,2.7,64,0,90.1,14.17,success
400,Gamma,api,media,5.57,2.27,147,1,80.1,6.18,success
2311,Gamma,api,media,5.45,4.15,62,0,78.2,6.53,success
883,Beta,payments,media,5.72,6.81,410,0,92.3,5.04,success
4982,Alpha,ui,alta,4.16,4.14,172,1,90.1,6.31,success
2911,Delta,api,media,10.38,1.77,127,2,92.4,4.08,success
1353,Alpha,auth,media,6.39,2.22,53,1,86.1,5.3,success
2756,Gamma,api,alta,7.13,1.67,23,0,92.2,7.65,success
4559,Delta,api,media,8.15,1.65,41,0,90.0,20.01,success
2131,Delta,ui,media,5.52,3.74,73,1,96.4,,success
983,Alpha,search,media,5.78,5.34,139,0,,10.87,success
457,Delta,api,alta,5.01,8.22,92,1,,5.98,success
3546,Alpha,auth,baja,4.77,7.82,70,0,86.3,2.23,success
1080,Alpha,notifications,baja,8.53,3.98,104,2,75.5,6.86,success
1951,Beta,notifications,baja,12.54,2.41,51,0,86.7,6.05,success
4323,Gamma,search,alta,10.51,4.34,327,2,89.7,5.45,success
690,Gamma,api,media,20.21,2.31,120,0,73.7,11.6,success
2430,Delta,ui,alta,13.22,3.83,111,2,87.1,10.02,success
642,Beta,search,alta,5.62,2.28,93,0,80.2,2.13,success
2393,Gamma,auth,baja,5.8,3.04,119,1,,7.27,success
1954,Alpha,notifications,media,9.38,2.92,123,1,97.8,1.58,success
3910,Gamma,search,media,9.48,2.85,99,0,83.9,6.02,success
3266,Alpha,notifications,baja,5.38,1.81,80,0,92.4,21.37,success
4280,Alpha,auth,baja,16.15,2.75,66,1,84.3,1.81,success
3350,Gamma,ui,alta,9.86,10.39,108,0,93.7,8.79,success
4775,Alpha,auth,media,6.21,3.26,137,0,87.4,8.36,success
2945,Alpha,api,baja,3.91,3.04,138,3,73.7,6.89,success
1885,Beta,api,media,5.38,4.18,150,1,96.8,5.6,success
390,Delta,notifications,media,10.11,2.09,199,0,98.2,5.1,success
2495,Alpha,payments,baja,12.24,0.87,258,0,69.9,9.78,success
3131,Delta,api,alta,5.17,2.78,196,3,90.4,13.11,success
4990,Delta,notifications,alta,3.2,2.67,66,0,88.7,2.44,success
846,Beta,ui,media,4.88,3.3,193,1,73.5,23.18,success
543,Delta,auth,baja,9.24,1.73,68,0,89.7,8.83,success
92,Gamma,ui,alta,10.08,3.03,283,2,81.4,3.4,success
3905,Gamma,search,media,13.86,3.81,162,0,84.1,4.32,success
1980,Gamma,payments,baja,4.75,2.37,204,0,81.8,8.42,success
2826,Alpha,payments,media,8.77,3.22,326,4,87.2,17.39,success
4843,Beta,notifications,media,17.22,2.75,139,1,90.8,3.58,success
2916,Alpha,auth,baja,5.65,5.07,228,6,62.2,14.7,success
